mrr,plan_tier,months_active,usage_index,usage_trend_3m,support_tickets_90d,payment_failures,seat_utilization,days_since_login,churned
1417.54,1,4,0.5531,-0.3388,11,1,0.3942,52,0
452.68,1,51,0.6523,0.0777,2,0,0.6723,4,0
2622.58,2,42,0.7019,-0.0513,6,1,0.05,48,1
369.82,0,34,0.1896,0.0749,1,0,0.3513,8,0
521.61,1,37,0.0966,-0.3827,4,0,0.4108,24,1
230.6,0,1,0.0779,0.1125,2,0,0.2989,8,0
216.09,0,29,0.1645,-0.2358,2,0,0.4468,35,1
896.78,1,12,0.8623,0.0641,3,0,0.3566,1,1
4242.78,2,40,0.6651,0.0437,1,1,0.1467,7,0
1806.47,1,56,0.7038,-0.1506,1,0,0.1643,4,0
218.08,0,32,0.587,0.1567,0,0,0.693,8,0
1070.11,1,37,0.4717,-0.4295,3,0,0.4854,27,0
352.64,0,41,0.5317,0.0956,1,0,0.8685,8,0
2748.73,2,56,0.6835,-0.1598,4,2,0.5449,50,1
1023.38,1,3,0.2524,0.0441,2,1,0.8457,1,0
322.53,0,19,0.3807,-0.111,0,0,0.2117,0,1
523.5,0,17,0.3119,0.0349,0,0,0.7755,3,0
426.56,0,43,0.5354,-0.074,1,0,0.6846,5,1
1656.02,2,27,0.2825,-0.2967,4,0,0.5709,57,1
383.13,0,47,0.0443,0.0805,2,0,0.2712,2,0
1216.28,1,29,0.4762,0.1531,1,0,0.8623,4,0
993.72,1,59,0.6004,-0.005,1,0,0.6374,0,1
1322.42,1,47,0.4981,0.0599,0,0,0.8085,6,0
309.73,0,2,0.2293,0.1105,1,0,0.5604,6,0
2574.44,2,60,0.581,-0.2636,6,1,0.7048,35,1
302.57,0,58,0.3879,-0.0473,0,2,0.6154,7,1
439.15,1,3,0.2411,0.1173,1,0,0.1973,6,1
865.3,1,24,0.8147,-0.0018,1,0,0.5896,0,0
704.39,1,59,0.2742,-0.0548,2,0,0.3197,0,0
1584.41,2,51,0.3721,-0.0431,4,0,0.788,7,0
479.04,0,29,0.486,-0.2241,5,0,0.2776,29,1
1061.77,1,33,0.5064,-0.1759,1,0,0.3254,5,0
286.99,0,2,0.8382,-0.2943,9,1,0.7111,42,1
237.98,0,34,0.3784,0.0246,1,0,0.3854,3,0
321.67,0,40,0.4791,0.0872,1,0,0.7194,4,0
410.3,0,22,0.4264,0.2719,1,1,0.2056,5,1
217.12,0,19,0.6407,0.0159,0,1,0.773,6,0
289.51,0,50,0.586,-0.4162,6,1,0.0773,18,0
392.96,0,27,0.3325,-0.1551,4,2,0.2671,50,1
451.97,1,16,0.5647,0.0903,1,1,0.8838,5,0
872.25,1,23,0.7738,0.123,1,0,0.6587,8,0
249.54,0,30,0.5045,-0.247,4,1,0.4441,47,0
276.73,0,16,0.0669,0.0773,2,0,0.5545,4,1
243.3,0,34,0.58,0.0295,0,0,0.7232,3,0
933.92,1,52,0.5768,-0.2882,8,0,0.05,25,1
568.58,0,45,0.6492,-0.1296,1,0,0.4626,32,1
258.92,0,14,0.7073,-0.1808,0,0,0.3994,0,0
321.17,0,29,0.6176,0.2293,1,0,0.7563,3,0
582.92,0,33,0.5413,0.0153,2,0,0.6263,3,0
239.22,0,41,0.2509,0.0734,0,0,0.7348,2,1
1679.68,1,46,0.3043,-0.28,3,0,0.05,45,0
891.66,1,30,0.4756,0.1745,0,2,0.6542,1,0
1660.52,1,19,0.1302,-0.1126,4,3,0.3174,41,0
1157.24,1,40,0.7125,-0.1366,2,3,0.491,2,0
990.99,1,8,0.2803,-0.0117,0,0,0.3567,1,1
283.41,0,41,0.2887,0.0466,1,1,0.4521,8,0
715.38,1,54,0.6417,-0.1064,3,0,0.4645,8,0
913.92,1,43,0.2806,-0.3406,5,0,0.2689,47,0
397.01,0,27,0.5386,0.1246,1,0,0.515,2,0
885.93,1,50,0.738,-0.3534,6,0,0.5235,18,0
259.58,0,32,0.2757,-0.0754,6,0,0.5074,10,0
815.21,1,33,0.3829,-0.0837,2,0,0.8817,7,1
1259.65,1,52,0.2628,0.0076,1,1,0.8642,1,0
3685.02,2,12,0.7113,-0.005,2,4,0.2597,4,0
1900.21,2,47,0.4524,-0.3858,7,0,0.1778,24,1
704.31,1,41,0.3395,-0.0065,2,0,0.2543,8,0
1016.37,1,32,0.6747,-0.1604,1,1,0.3779,1,0
1519.08,1,5,0.4545,0.1006,2,1,0.224,0,0
433.1,0,46,0.2437,0.0827,2,1,0.5812,5,0
574.25,1,14,0.3498,0.0722,1,0,0.2177,4,0
264.4,0,54,0.4639,0.063,3,1,0.6608,0,0
209.38,0,48,0.1622,-0.0084,3,1,0.3035,2,1
264.08,0,22,0.1012,-0.0407,1,0,0.6014,3,0
1560.51,1,27,0.7552,-0.1212,7,4,0.4324,54,1
176.26,0,2,0.2364,-0.4352,4,0,0.395,38,1
164.56,0,30,0.6512,0.0179,1,0,0.3816,6,0
217.0,0,4,0.5907,-0.1606,1,0,0.05,47,0
320.68,0,60,0.7792,-0.4434,6,4,0.5636,26,1
360.37,0,39,0.4926,-0.0958,5,0,0.2068,19,0
1037.25,1,15,0.4211,0.0448,0,0,0.6536,4,1
437.63,0,49,0.3591,0.0343,0,0,0.5864,5,0
480.17,1,2,0.3067,-0.0342,0,0,0.3856,0,1
3637.83,2,33,0.3465,-0.2685,2,0,0.6114,11,1
259.99,0,7,0.5869,0.0762,1,0,0.3669,8,1
374.62,0,4,0.621,-0.2793,6,0,0.0962,9,1
560.05,1,15,0.1679,-0.2829,7,0,0.1511,11,0
290.5,0,18,0.5745,0.1404,1,0,0.5551,8,0
315.0,0,44,0.3547,-0.3798,6,0,0.4867,57,1
3596.57,2,54,0.8359,-0.1118,2,0,0.5487,3,0
1378.0,2,47,0.4652,0.1559,2,0,0.4362,1,1
899.63,1,45,0.1487,0.126,1,0,0.5053,6,0
198.35,0,34,0.6049,-0.0221,2,0,0.8214,4,0
1062.25,1,23,0.163,-0.1052,0,0,0.4456,8,0
1168.23,1,16,0.2734,-0.3932,4,0,0.3824,35,0
455.04,0,57,0.4276,-0.0237,1,0,0.6048,6,0
738.01,1,32,0.2657,-0.3612,7,2,0.05,48,1
401.18,0,34,0.5671,0.1495,3,1,0.605,5,0
466.94,0,1,0.412,0.0366,2,1,0.2368,7,1
500.74,1,28,0.2719,-0.2544,8,0,0.4821,14,1
359.32,0,41,0.5693,-0.0009,0,0,0.3228,1,0
405.6,0,30,0.2411,-0.0673,3,0,0.1931,4,1
812.95,1,37,0.4874,-0.1301,1,0,0.3852,2,0
1570.98,2,49,0.0599,-0.3412,8,0,0.1493,10,1
1238.0,1,2,0.1002,0.11,3,0,0.8521,0,0
584.87,1,55,0.6046,-0.1486,2,0,0.2657,41,0
2254.76,2,50,0.7209,-0.3434,2,0,0.7184,44,0
285.96,0,26,0.5681,-0.0185,1,0,0.5978,0,0
372.53,0,46,0.2378,0.0284,0,2,0.1836,5,1
232.89,0,4,0.3414,-0.0021,1,1,0.4704,4,0
228.21,0,19,0.2829,0.1436,0,0,0.6244,7,0
921.35,1,7,0.3383,0.0693,0,0,0.6231,3,0
412.45,0,39,0.3595,0.0142,1,1,0.5745,3,0
645.8,0,52,0.8679,-0.0587,7,0,0.05,45,0
171.1,0,37,0.7003,-0.0989,0,0,0.951,5,0
323.84,0,43,0.5073,-0.2033,0,2,0.388,3,0
1640.8,2,9,0.4504,-0.3819,5,0,0.5319,55,1
414.25,0,57,0.5995,0.0006,0,0,0.8924,0,0
208.8,0,12,0.2267,-0.181,6,0,0.05,10,1
229.01,0,32,0.447,0.0037,2,0,0.4383,1,0
235.95,0,41,0.7571,-0.08,5,1,0.172,41,1
866.58,1,52,0.3822,-0.2748,0,0,0.7102,6,1
324.73,0,57,0.166,0.0727,2,0,0.8319,1,0
343.5,0,36,0.4031,0.0411,1,0,0.9054,5,1
289.42,0,35,0.5863,0.1014,0,0,0.6018,2,1
558.78,1,26,0.3837,0.0227,2,1,0.8377,8,1
1148.2,1,35,0.6572,0.1347,0,1,0.5595,5,0
873.66,1,41,0.2126,-0.0906,7,0,0.527,26,1
1336.53,1,39,0.4822,0.0159,1,0,0.5639,2,0
694.72,1,36,0.6761,0.0441,1,0,0.7021,7,0
165.52,0,27,0.3374,-0.2858,4,0,0.3152,30,1
286.57,0,12,0.5833,0.0616,0,0,0.4741,5,0
1400.81,1,4,0.6095,-0.2445,2,0,0.3655,23,0
306.8,0,26,0.2075,0.0469,1,1,0.6521,4,0
829.93,1,24,0.3961,0.0007,2,0,0.5674,2,0
213.85,0,37,0.5191,-0.4241,4,0,0.546,28,1
1646.55,1,55,0.4592,-0.1474,1,0,0.5865,0,0
1673.82,2,43,0.9384,-0.0429,1,0,0.4316,1,0
690.44,1,49,0.507,0.1792,1,0,0.4379,5,0
2929.94,2,35,0.4505,-0.0473,0,0,0.0714,2,0
464.8,1,56,0.4131,0.0122,1,4,0.2936,6,0
3749.32,2,57,0.3004,-0.4053,6,2,0.1454,35,1
360.81,0,10,0.6389,0.0074,4,0,0.888,1,0
397.27,0,39,0.6984,-0.0634,0,0,0.3602,6,1
1082.0,1,31,0.3692,0.1398,2,0,0.4193,4,0
274.1,0,59,0.2545,-0.3823,5,0,0.3362,28,1
199.89,0,36,0.6661,-0.0021,2,0,0.5943,0,0
2285.17,2,1,0.4519,-0.3505,11,2,0.3797,16,1
632.63,1,13,0.7197,0.0073,1,0,0.9265,1,0
343.79,0,8,0.9261,-0.1134,4,0,0.4116,43,0
384.62,0,13,0.7232,-0.0231,0,1,0.3937,2,0
486.27,0,6,0.5925,-0.1081,0,0,0.8594,6,0
330.3,0,47,0.5952,-0.2043,5,0,0.1936,10,0
3317.03,2,30,0.74,-0.0415,1,2,0.5451,6,0
261.36,0,41,0.8558,-0.2355,8,2,0.5015,45,1
245.3,0,60,0.3811,-0.0318,2,0,0.8304,1,0
1050.48,1,39,0.5969,-0.0691,5,0,0.644,28,1
253.31,0,29,0.168,0.0502,0,0,0.0677,7,0
318.65,0,17,0.5476,-0.0993,6,0,0.3693,53,0
613.88,1,46,0.9035,0.0271,0,0,0.5129,1,0
653.7,1,31,0.9405,0.016,1,1,0.2517,8,0
2997.75,2,46,0.4525,0.1394,3,0,0.1954,2,0
1213.86,1,2,0.6133,-0.0541,6,0,0.6926,15,0
205.39,0,10,0.4892,-0.2186,5,0,0.1945,25,0
1125.45,1,8,0.3209,-0.4348,8,4,0.05,43,1
1991.75,2,41,0.357,-0.0869,1,0,0.6833,4,1
895.16,1,32,0.2102,0.0998,0,3,0.0513,7,0
3940.86,2,20,0.2013,0.0264,4,0,0.3439,0,1
1180.68,1,19,0.7062,-0.0301,1,0,0.5928,4,0
3170.93,2,37,0.4755,-0.0742,6,0,0.3435,10,0
565.64,0,58,0.2341,0.1558,4,0,0.7835,6,0
695.66,1,60,0.825,0.0665,2,0,0.4322,4,0
205.37,0,29,0.7663,0.0801,4,0,0.5018,0,0
691.23,1,41,0.3201,-0.3891,4,0,0.1608,47,1
814.15,1,6,0.622,0.0542,0,0,0.7409,2,0
1052.72,2,57,0.3381,-0.0861,1,2,0.5838,2,1
2231.93,2,2,0.7532,-0.1372,0,2,0.7551,3,0
239.67,0,21,0.4591,0.174,0,0,0.8003,2,0
1170.91,1,44,0.7784,0.0408,1,0,0.2431,2,0
1006.84,1,59,0.6584,0.0279,3,0,0.5614,4,0
235.01,0,11,0.6118,-0.3601,3,0,0.3219,36,0
356.51,0,40,0.7239,-0.0864,0,0,0.5085,1,0
373.54,0,12,0.1617,-0.2994,9,0,0.6023,39,1
680.09,1,4,0.3656,-0.1612,2,0,0.3989,2,0
244.04,0,26,0.6676,-0.0331,1,0,0.3773,2,0
1101.41,2,35,0.7407,0.0317,2,4,0.5183,2,0
197.98,0,16,0.7769,0.1592,0,0,0.3258,4,0
1850.77,2,59,0.1112,0.1043,0,0,0.8998,0,0
297.63,0,37,0.4863,-0.1739,6,0,0.05,57,0
639.28,1,27,0.2659,0.3001,2,0,0.2391,2,1
242.3,0,30,0.1314,-0.4076,2,0,0.2123,26,1
579.61,1,28,0.6104,-0.245,2,1,0.2278,38,1
944.93,1,7,0.2111,0.0746,0,0,0.7226,4,1
2785.62,2,37,0.5621,0.0205,1,0,0.8351,3,0
1024.59,1,48,0.3682,-0.0037,1,0,0.4139,3,0
291.26,0,26,0.5771,-0.0912,1,0,0.7781,1,0
169.1,0,26,0.6499,-0.1088,2,0,0.2341,2,0
233.43,0,55,0.4593,-0.4251,6,1,0.05,17,1
251.47,0,37,0.2706,-0.18,3,0,0.2494,28,0
772.84,1,18,0.8026,0.1848,0,0,0.5251,6,0
913.67,1,1,0.1749,0.0297,0,0,0.3388,1,0
1465.81,1,50,0.2488,0.2293,2,1,0.809,2,1
3188.98,2,38,0.3573,-0.3671,4,1,0.5348,56,1
629.92,1,38,0.2146,-0.0391,2,1,0.2132,0,0
1128.52,1,17,0.0969,-0.4311,4,0,0.2554,24,1
362.85,0,12,0.726,-0.0059,1,0,0.8496,3,0
218.71,0,30,0.7457,-0.374,3,1,0.0601,40,1
1197.9,1,46,0.4735,0.1638,1,0,0.3048,3,0
2268.99,2,18,0.4546,0.1299,0,3,0.5401,0,0
177.04,0,32,0.3823,-0.2107,6,1,0.1528,26,1
1043.72,1,60,0.6431,0.1018,0,0,0.7253,6,0
960.22,1,14,0.0999,-0.0349,0,0,0.6082,4,0
267.79,0,14,0.2849,-0.2719,6,1,0.1491,56,1
286.22,0,15,0.3235,0.0898,0,0,0.6678,2,0
1865.98,2,55,0.485,-0.0418,0,0,0.8915,4,0
1101.87,1,32,0.6372,-0.0981,2,0,0.2272,26,0
285.62,0,56,0.2754,-0.2737,5,1,0.1055,46,1
2543.97,2,57,0.8001,0.1311,2,0,0.7751,2,0
328.61,0,26,0.3821,0.0317,2,0,0.899,1,0
1602.18,2,4,0.4011,0.0194,1,0,0.6684,2,1
212.06,0,19,0.7058,-0.144,3,0,0.4473,43,1
410.65,1,33,0.4003,-0.0153,1,0,0.7197,7,0
353.38,0,23,0.6125,-0.0964,1,0,0.4512,4,0
189.73,0,1,0.4189,-0.2458,9,0,0.064,9,1
2513.98,2,60,0.1313,-0.0817,3,0,0.6402,8,1
330.21,0,19,0.5899,0.0268,0,0,0.4471,1,0
358.06,0,38,0.1614,-0.0543,4,0,0.341,56,1
190.28,0,57,0.7717,-0.4015,4,0,0.3994,34,1
869.93,1,33,0.768,-0.1562,7,0,0.2274,45,0
1596.9,1,42,0.3588,-0.0806,3,0,0.4165,7,0
4373.13,2,3,0.7939,-0.2221,6,0,0.1179,22,1
409.71,0,42,0.2401,-0.391,9,1,0.5151,43,1
326.36,0,51,0.3073,-0.13,6,0,0.05,54,1
203.99,0,56,0.4669,0.1474,2,1,0.8018,1,0
1144.52,1,6,0.2043,-0.053,0,0,0.4893,2,0
2270.87,2,14,0.0893,-0.3439,2,0,0.0709,24,1
1082.91,1,3,0.5498,-0.0231,1,0,0.4103,8,0
713.17,1,56,0.521,0.0331,1,0,0.05,2,0
272.97,0,17,0.7058,0.0132,3,0,0.5409,2,0
2541.92,2,32,0.6856,0.112,4,0,0.4997,1,1
316.11,0,29,0.6307,-0.0421,1,0,0.3906,4,0
344.7,0,42,0.8156,0.1474,1,0,0.308,8,0
236.79,0,54,0.2242,0.1805,2,0,0.8387,1,0
181.22,0,20,0.6391,0.0457,1,1,0.2227,8,1
512.12,0,48,0.6465,-0.059,0,1,0.2408,7,0
693.06,0,18,0.4226,0.0159,1,0,0.7843,8,1
339.16,0,12,0.5955,0.0075,0,0,0.7129,3,0
559.94,1,7,0.3222,0.1972,1,2,0.1969,3,1
221.24,0,23,0.7208,0.0097,0,0,0.553,5,0
346.57,0,34,0.906,0.1583,2,0,0.5636,4,0
3837.65,2,47,0.4827,0.0311,1,0,0.3432,4,0
582.14,1,51,0.6595,-0.3633,9,0,0.4469,29,1
852.1,1,32,0.2123,-0.0154,1,2,0.4374,5,0
310.58,0,25,0.546,-0.2059,5,0,0.05,34,0
3248.1,2,11,0.2269,-0.3147,4,0,0.5055,32,0
257.14,0,55,0.3297,-0.2307,4,0,0.3685,21,0
167.76,0,24,0.5723,-0.4137,6,0,0.2418,59,0
2982.88,2,46,0.4679,0.1641,2,0,0.05,6,0
1319.36,1,38,0.3412,-0.1814,3,0,0.05,46,0
864.64,1,56,0.9667,-0.1964,4,0,0.612,54,0
1025.62,1,59,0.4374,-0.2491,5,0,0.2263,44,0
753.82,1,43,0.4918,-0.4051,9,0,0.5207,57,1
215.69,0,40,0.3664,-0.0436,1,0,0.432,7,0
415.35,0,9,0.4121,0.0081,0,0,0.6103,6,0
332.12,0,1,0.4612,-0.1724,3,0,0.3486,18,0
344.3,0,33,0.438,0.2291,1,0,0.3376,7,1
4060.11,2,43,0.5821,0.019,0,0,0.6163,5,0
200.47,0,45,0.7196,0.0017,1,0,0.4822,5,0
733.64,1,16,0.3607,-0.4308,8,1,0.05,17,0
940.58,1,31,0.4213,-0.0772,1,0,0.8593,8,0
730.49,1,52,0.2957,-0.3528,2,0,0.3948,37,0
381.45,0,6,0.3691,-0.3105,7,0,0.591,27,1
271.59,0,24,0.7748,-0.1224,3,0,0.4127,4,0
1695.68,2,57,0.2143,-0.0466,1,0,0.6076,6,1
910.73,1,12,0.1181,-0.0787,11,0,0.2668,45,0
944.67,1,20,0.7338,-0.1281,5,0,0.1894,18,1
3328.79,2,29,0.0379,0.0306,2,1,0.7548,7,0
1021.29,1,42,0.5112,-0.3693,9,0,0.2751,27,1
340.8,0,16,0.8821,-0.089,0,1,0.2749,7,1
995.58,1,48,0.4622,-0.1268,7,0,0.3059,57,1
271.51,0,15,0.4077,-0.361,2,0,0.05,48,0
692.66,1,23,0.6545,0.0267,2,0,0.8239,8,0
2655.31,2,35,0.0744,-0.4076,3,0,0.6164,49,1
792.05,1,1,0.2295,0.0752,2,0,0.5816,3,0
523.91,0,47,0.491,-0.3408,6,3,0.4168,11,1
463.89,0,41,0.5607,0.107,0,0,0.3119,0,0
2995.05,2,51,0.2056,0.0864,2,0,0.2544,4,0
331.07,0,17,0.5104,-0.2481,5,0,0.302,25,1
281.21,0,24,0.9145,-0.2485,5,0,0.2686,13,0
186.51,0,54,0.4193,0.1112,1,0,0.6328,2,0
268.87,0,5,0.8856,-0.0254,1,0,0.8517,4,0
300.48,0,30,0.7294,-0.231,1,0,0.5973,3,0
964.42,1,30,0.367,-0.4195,3,0,0.344,11,1
341.8,0,27,0.7917,-0.0354,0,0,0.9838,7,0
400.35,0,27,0.5248,-0.2256,4,0,0.3487,47,1
227.61,0,45,0.3843,-0.2808,8,0,0.3505,26,0
228.33,0,12,0.4291,-0.3627,2,0,0.2176,37,0
481.87,0,54,0.1376,0.2209,0,2,0.1478,0,0
1165.69,1,54,0.2903,-0.0325,2,0,0.7423,3,1
252.93,0,11,0.1049,-0.4142,6,0,0.05,34,0
279.32,0,59,0.5074,-0.2257,7,0,0.1736,19,1
279.76,0,16,0.4343,-0.0345,0,1,0.1124,8,1
293.22,0,4,0.2409,-0.0886,0,0,0.4763,4,0
342.17,0,24,0.1787,-0.0098,0,0,0.1202,0,1
704.25,0,48,0.5812,-0.0583,3,2,0.9089,4,1
2564.81,2,51,0.8219,-0.0485,1,0,0.3905,3,0
365.69,0,39,0.3866,0.1723,2,3,0.1417,8,1
493.22,1,49,0.6891,0.0324,2,0,0.7648,5,0
244.73,0,16,0.2748,-0.0065,0,0,0.7424,4,0
445.84,0,53,0.338,0.1798,1,1,0.7512,3,0
333.85,0,39,0.8078,-0.0095,0,0,0.8,4,0
191.53,1,9,0.4977,-0.3767,5,0,0.0773,17,0
1126.79,1,8,0.3149,-0.1644,4,0,0.4867,19,1
567.5,0,17,0.1387,-0.1191,4,0,0.05,18,0
144.22,0,5,0.3162,-0.1442,0,0,0.7856,6,0
493.57,0,17,0.6742,-0.0972,0,0,0.9495,5,0
109.91,0,60,0.9393,-0.0181,2,0,0.5917,1,0
1235.86,1,15,0.4981,0.1332,2,0,0.477,8,1
289.12,0,39,0.6388,-0.2933,4,0,0.1723,16,1
127.41,0,59,0.1617,0.086,1,3,0.4966,0,0
2805.6,2,16,0.0567,-0.0913,8,0,0.0779,14,1
433.84,0,42,0.6297,-0.037,2,2,0.4613,7,1
329.39,0,28,0.4421,-0.3217,4,0,0.05,35,1
1092.16,1,18,0.2269,-0.2132,5,0,0.1919,32,1
251.09,0,58,0.3165,0.0341,0,0,0.0988,3,0
151.17,0,40,0.3534,-0.3282,5,0,0.1918,33,0
369.46,0,27,0.5312,-0.2923,1,0,0.1352,31,1
4427.71,2,49,0.484,-0.0067,1,0,0.9096,1,0
430.62,0,55,0.4504,0.0749,0,0,0.8061,4,0
144.62,0,47,0.7012,-0.3328,7,0,0.6069,50,1
170.66,0,53,0.8618,0.0606,0,0,0.7337,4,0
215.68,0,20,0.602,0.0768,2,0,0.5267,7,0
509.63,1,21,0.3149,-0.154,6,1,0.2044,10,0
294.52,0,14,0.2714,-0.0886,3,0,0.3075,1,0
1021.39,1,42,0.2312,0.0051,2,2,0.2409,8,1
539.49,1,49,0.159,-0.0327,0,0,0.5985,7,0
1168.2,1,40,0.2499,0.0126,0,0,0.4058,8,0
357.9,0,36,0.1713,-0.0467,1,0,0.498,6,0
1981.02,2,47,0.6663,0.1443,1,0,0.6574,5,0
837.85,1,11,0.4365,0.0387,1,0,0.6879,4,0
146.56,0,22,0.447,-0.1418,1,0,0.5241,6,0
792.29,1,43,0.3078,-0.113,0,0,0.3958,7,1
2406.21,2,4,0.1855,-0.1468,5,0,0.05,35,1
307.64,0,55,0.103,0.002,0,1,0.2518,3,0
2740.32,2,11,0.3519,-0.019,2,1,0.6009,0,1
315.88,0,48,0.6793,0.1329,0,0,0.3358,4,0
811.35,1,37,0.6444,0.0048,2,0,0.383,2,1
2652.86,2,51,0.2851,-0.3188,8,0,0.1299,14,1
411.82,0,47,0.3856,-0.0928,2,0,0.3325,3,0
860.74,1,31,0.5529,0.0828,0,0,0.5692,0,0
324.1,0,46,0.7027,0.2229,3,0,0.2331,0,0
833.86,1,21,0.5992,-0.2955,4,2,0.5487,35,1
709.71,1,36,0.9252,-0.0182,2,0,0.895,3,0
348.24,0,55,0.4611,-0.0027,2,0,0.5779,2,0
238.78,0,6,0.2124,0.0248,1,0,0.38,3,0
331.97,0,22,0.4495,-0.1228,3,1,0.05,23,1
292.88,0,2,0.5085,0.0223,3,0,0.3177,5,0
260.73,0,33,0.8283,-0.4441,8,0,0.0616,31,0
258.53,0,47,0.3658,0.1973,0,1,0.8846,7,0
242.75,0,3,0.908,0.1291,0,0,0.3281,1,0
163.02,0,33,0.4542,0.213,0,0,0.6839,8,0
1017.63,1,25,0.606,0.1881,1,1,0.6486,2,0
965.13,1,47,0.6358,-0.427,11,1,0.4064,45,1
1198.24,1,14,0.3989,0.0226,0,0,0.7548,2,0
240.78,0,10,0.1099,0.0545,3,0,0.264,8,0
4659.24,2,6,0.2109,-0.147,1,0,0.8163,5,1
779.24,1,25,0.1197,0.033,1,1,0.8048,1,0
213.49,0,30,0.177,0.0766,1,2,0.5657,3,0
204.81,0,56,0.1943,-0.0083,2,0,0.8227,4,0
485.1,1,28,0.5596,-0.1401,3,2,0.2741,14,1
495.86,0,11,0.7909,-0.2912,7,0,0.0784,57,1
1438.12,1,42,0.2034,0.0606,1,0,0.5714,4,0
2961.6,2,4,0.723,-0.2701,2,0,0.5284,30,1
211.93,0,21,0.3031,0.0942,2,4,0.5154,6,0
546.66,0,40,0.1865,0.1568,0,0,0.1213,8,0
2122.02,2,16,0.5754,0.1363,1,2,0.9571,4,0
810.02,1,36,0.812,-0.2439,3,0,0.386,26,1
479.59,0,28,0.2372,-0.0309,2,1,0.4884,6,0
3022.51,2,58,0.4889,-0.0228,1,0,0.3853,0,1
5185.44,2,18,0.1535,-0.0766,2,0,0.5906,5,0
970.95,1,55,0.6474,0.1965,3,0,0.7145,7,0
774.53,1,38,0.2255,0.0242,1,0,0.4426,8,0
234.1,0,45,0.684,-0.0972,8,0,0.2019,35,1
151.93,0,11,0.4967,-0.2812,7,0,0.221,34,1
807.31,1,2,0.1409,0.1019,3,0,0.185,7,0
432.89,0,44,0.6091,-0.0209,4,0,0.4736,3,0
1097.53,1,29,0.8161,0.1461,1,0,0.0931,1,1
896.35,1,19,0.2726,-0.0485,1,0,0.6209,8,0
204.72,0,54,0.368,-0.2103,8,0,0.4717,44,1
963.55,1,20,0.1031,-0.3274,3,0,0.05,14,0
413.38,0,27,0.4083,-0.0266,0,0,0.2892,7,0
2790.5,2,44,0.6844,0.1618,1,0,0.6816,0,0
307.43,0,58,0.3785,0.1349,2,0,0.3483,1,0
673.36,1,54,0.631,0.069,2,0,0.3768,2,0
1205.6,1,40,0.4937,-0.3056,9,0,0.05,55,1
96.9,0,7,0.3928,0.1,1,0,0.3781,6,0
1017.62,1,7,0.5441,0.0266,0,0,0.4223,6,1
2188.2,1,42,0.4505,0.0249,1,0,0.1904,3,1
524.94,1,31,0.5713,0.0274,0,0,0.5452,5,0
817.9,1,8,0.45,0.017,4,0,0.7351,7,0
2393.36,2,42,0.6665,-0.0666,0,0,0.5753,3,1
246.65,0,57,0.7919,-0.1315,0,3,0.4505,4,1
1279.15,1,4,0.3868,-0.2279,8,2,0.1683,52,1
342.15,0,50,0.1822,0.0499,1,0,0.5701,0,1
938.73,1,21,0.3474,-0.2224,2,1,0.2082,0,0
1176.46,1,24,0.4119,0.0926,0,0,0.7899,3,0
291.71,0,44,0.5644,0.0706,1,0,0.5978,6,0
882.57,0,15,0.3639,-0.2562,2,0,0.5362,10,1
2530.56,2,10,0.787,0.1227,0,0,0.5259,8,0
310.51,0,58,0.7447,-0.4337,7,2,0.4333,38,0
489.1,1,21,0.5805,-0.1867,6,1,0.3526,27,0
239.77,0,11,0.7465,-0.1758,2,0,0.3847,5,1
3586.05,2,42,0.7573,-0.2042,3,1,0.9276,4,0
181.72,0,14,0.3587,-0.0035,1,2,0.7261,0,0
136.28,0,47,0.3152,0.0623,1,0,0.4198,6,0
2427.3,2,5,0.5635,0.115,1,0,0.4473,6,0
3877.65,2,32,0.2915,-0.3573,4,0,0.5835,36,1
294.33,0,25,0.4477,-0.3037,4,0,0.279,32,1
257.81,0,58,0.4557,0.0986,1,0,0.1537,8,0
464.4,1,32,0.4397,0.0072,1,0,0.5201,5,0
2811.61,2,56,0.1778,0.0787,0,0,0.5957,2,0
365.52,0,15,0.3755,-0.0977,3,2,0.05,17,0
477.05,1,29,0.3474,-0.1456,1,0,0.6373,8,0
1323.86,1,49,0.4216,-0.0334,0,0,0.6089,6,0
1163.53,1,10,0.6094,-0.1845,7,0,0.3023,20,0
1322.83,1,56,0.4517,-0.0511,0,0,0.5175,3,0
1091.66,1,47,0.5516,0.0851,1,4,0.1948,0,1
364.55,0,41,0.181,-0.0827,2,0,0.7798,3,0
2879.8,2,15,0.6688,-0.3649,7,0,0.5629,20,1
3252.53,2,50,0.3343,-0.1408,4,3,0.2884,33,1
470.9,1,51,0.245,-0.2874,1,1,0.5944,54,1
171.49,0,18,0.3355,-0.0298,1,1,0.783,8,0
224.14,0,36,0.305,-0.2409,8,1,0.05,18,1
850.47,1,4,0.3781,0.1039,1,0,0.9077,2,0
332.2,0,24,0.8168,0.0081,1,0,0.2101,6,0
2688.83,2,10,0.2476,-0.0632,10,0,0.5103,50,0
428.75,0,34,0.5012,-0.081,3,0,0.4755,51,1
1330.35,1,33,0.676,-0.0798,6,0,0.5719,59,0
1768.5,2,32,0.613,-0.0316,0,1,0.6491,0,0
315.26,0,41,0.1625,-0.0833,7,0,0.7268,22,0
215.54,0,56,0.4298,0.1304,2,1,0.3011,4,0
833.25,1,12,0.1713,0.1634,1,0,0.7119,3,1
